,atc_code,atc_name,rank
3227,J04AB30,capreomycin,4.0
3228,J04AC,Hydrazides,3.0
3229,J04AC01,isoniazid,4.0
3230,J04AC51,"isoniazid, combinations",4.0
3231,J04AD,Thiocarbamide derivatives,3.0
3232,J04AD01,protionamide,4.0
3233,J04AD02,tiocarlide,4.0
3234,J04AD03,ethionamide,4.0
3235,J04AK,Other drugs for treatment of tuberculosis,3.0
3236,J04AK01,pyrazinamide,4.0
3237,J04AK02,ethambutol,4.0
3238,J04AK03,terizidone,4.0
3239,J04AK04,morinamide,4.0
3240,J04AK05,bedaquiline,4.0
3241,J04AK06,delamanid,4.0
3242,J04AK07,thioacetazone,4.0
3243,J04AK08,pretomanid,4.0
3244,J04AM,Combinations of drugs for treatment of tuberculosis,3.0
3245,J04AM01,streptomycin and isoniazid,4.0
3246,J04AM02,rifampicin and isoniazid,4.0
3247,J04AM03,ethambutol and isoniazid,4.0
3248,J04AM04,thioacetazone and isoniazid,4.0
3249,J04AM05,"rifampicin, pyrazinamide and isoniazid",4.0
3250,J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid",4.0
3251,J04AM07,"rifampicin, ethambutol and isoniazid",4.0
3252,J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine",4.0
3253,J04B,DRUGS FOR TREATMENT OF LEPRA,2.0
3254,J04BA,Drugs for treatment of lepra,3.0
3255,J04BA01,clofazimine,4.0
3256,J04BA02,dapsone,4.0
3257,J04BA03,aldesulfone sodium,4.0
3258,J05,ANTIVIRALS FOR SYSTEMIC USE,1.0
3259,J05A,DIRECT ACTING ANTIVIRALS,2.0
3260,J05AA,Thiosemicarbazones,3.0
3261,J05AA01,metisazone,4.0
3262,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,3.0
3263,J05AB01,aciclovir,4.0
3264,J05AB02,idoxuridine,4.0
3265,J05AB03,vidarabine,4.0
3266,J05AB06,ganciclovir,4.0
3267,J05AB09,famciclovir,4.0
3268,J05AB11,valaciclovir,4.0
3269,J05AB12,cidofovir,4.0
3270,J05AB13,penciclovir,4.0
3271,J05AB14,valganciclovir,4.0
3272,J05AB15,brivudine,4.0
3273,J05AC,Cyclic amines,3.0
3274,J05AC02,rimantadine,4.0
3275,J05AC03,tromantadine,4.0
3276,J05AD,Phosphonic acid derivatives,3.0
3277,J05AD01,foscarnet,4.0
3278,J05AD02,fosfonet,4.0
3279,J05AE,Protease inhibitors,3.0
3280,J05AE01,saquinavir,4.0
3281,J05AE02,indinavir,4.0
3282,J05AE03,ritonavir,4.0
3283,J05AE04,nelfinavir,4.0
3284,J05AE05,amprenavir,4.0
3285,J05AE07,fosamprenavir,4.0
3286,J05AE08,atazanavir,4.0
3287,J05AE09,tipranavir,4.0
3288,J05AE10,darunavir,4.0
3289,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,3.0
3290,J05AF01,zidovudine,4.0
3291,J05AF02,didanosine,4.0
3292,J05AF03,zalcitabine,4.0
3293,J05AF04,stavudine,4.0
3294,J05AF05,lamivudine,4.0
3295,J05AF06,abacavir,4.0
3296,J05AF07,tenofovir disoproxil,4.0
3297,J05AF08,adefovir dipivoxil,4.0
3298,J05AF09,emtricitabine,4.0
3299,J05AF10,entecavir,4.0
3300,J05AF11,telbivudine,4.0
3301,J05AF12,clevudine,4.0
3302,J05AF13,tenofovir alafenamide,4.0
3303,J05AG,Non-nucleoside reverse transcriptase inhibitors,3.0
3304,J05AG01,nevirapine,4.0
3305,J05AG02,delavirdine,4.0
3306,J05AG03,efavirenz,4.0
3307,J05AG04,etravirine,4.0
3308,J05AG05,rilpivirine,4.0
3309,J05AG06,doravirine,4.0
3310,J05AH,Neuraminidase inhibitors,3.0
3311,J05AH01,zanamivir,4.0
3312,J05AH02,oseltamivir,4.0
3313,J05AH03,peramivir,4.0
3314,J05AH04,laninamivir,4.0
3315,J05AJ,Integrase inhibitors,3.0
3316,J05AJ01,raltegravir,4.0
3317,J05AJ02,elvitegravir,4.0
3318,J05AJ03,dolutegravir,4.0
3319,J05AJ04,cabotegravir,4.0
3320,J05AP,Antivirals for treatment of HCV infections,3.0
3321,J05AP01,ribavirin,4.0
3322,J05AP02,telaprevir,4.0
3323,J05AP03,boceprevir,4.0
3324,J05AP04,faldaprevir,4.0
3325,J05AP05,simeprevir,4.0
3326,J05AP06,asunaprevir,4.0
3327,J05AP07,daclatasvir,4.0
3328,J05AP08,sofosbuvir,4.0
3329,J05AP09,dasabuvir,4.0
3330,J05AP10,elbasvir,4.0
3331,J05AP11,grazoprevir,4.0
3332,J05AP51,sofosbuvir and ledipasvir,4.0
3333,J05AP52,"dasabuvir, ombitasvir, paritaprevir and ritonavir",4.0
3334,J05AP53,"ombitasvir, paritaprevir and ritonavir",4.0
3335,J05AP54,elbasvir and grazoprevir,4.0
3336,J05AP55,sofosbuvir and velpatasvir,4.0
3337,J05AP56,"sofosbuvir, velpatasvir and voxilaprevir",4.0
3338,J05AP57,glecaprevir and pibrentasvir,4.0
3339,J05AP58,"daclatasvir, asunaprevir and beclabuvir",4.0
3340,J05AR,"Antivirals for treatment of HIV infections, combinations",3.0
3341,J05AR01,zidovudine and lamivudine,4.0
3342,J05AR02,lamivudine and abacavir,4.0
3343,J05AR03,tenofovir disoproxil and emtricitabine,4.0
3344,J05AR04,"zidovudine, lamivudine and abacavir",4.0
3345,J05AR05,"zidovudine, lamivudine and nevirapine",4.0
3346,J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz",4.0
3347,J05AR07,"stavudine, lamivudine and nevirapine",4.0
3348,J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",4.0
3349,J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",4.0
3350,J05AR10,lopinavir and ritonavir,4.0
3351,J05AR11,"lamivudine, tenofovir disoproxil and efavirenz",4.0
3352,J05AR12,lamivudine and tenofovir disoproxil,4.0
3353,J05AR13,"lamivudine, abacavir and dolutegravir",4.0
3354,J05AR14,darunavir and cobicistat,4.0
3355,J05AR15,atazanavir and cobicistat,4.0
3356,J05AR16,lamivudine and raltegravir,4.0
3357,J05AR17,emtricitabine and tenofovir alafenamide,4.0
3358,J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",4.0
3359,J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine",4.0
3360,J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir",4.0
3361,J05AR21,dolutegravir and rilpivirine,4.0
3362,J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",4.0
3363,J05AR23,atazanavir and ritonavir,4.0
3364,J05AR24,"lamivudine, tenofovir disoproxil and doravirine",4.0
3365,J05AR25,lamivudine and dolutegravir,4.0
3366,J05AR26,darunavir and ritonavir,4.0
3367,J05AR27,"lamivudine, tenofovir disoproxil and dolutegravir",4.0
3368,J05AX,Other antivirals,3.0
3369,J05AX01,moroxydine,4.0
3370,J05AX02,lysozyme,4.0
3371,J05AX05,inosine pranobex,4.0
3372,J05AX06,pleconaril,4.0
3373,J05AX07,enfuvirtide,4.0
3374,J05AX09,maraviroc,4.0
3375,J05AX10,maribavir,4.0
3376,J05AX13,umifenovir,4.0
3377,J05AX17,enisamium iodide,4.0
3378,J05AX18,letermovir,4.0
3379,J05AX19,tilorone,4.0
3380,J05AX21,pentanedioic acid imidazolyl ethanamide,4.0
3381,J05AX23,ibalizumab,4.0
3382,J05AX24,tecovirimat,4.0
3383,J05AX25,baloxavir marboxil,4.0
3384,J05AX26,amenamevir,4.0
3385,J05AX27,favipiravir,4.0
3386,J05AX28,bulevirtide,4.0
3387,J05AX29,fostemsavir,4.0
3388,J06,IMMUNE SERA AND IMMUNOGLOBULINS,1.0
3389,J06A,IMMUNE SERA,2.0
3390,J06AA,Immune sera,3.0
3391,J06AA01,diphtheria antitoxin,4.0
3392,J06AA02,tetanus antitoxin,4.0
3393,J06AA03,snake venom antiserum,4.0
3394,J06AA04,botulinum antitoxin,4.0
3395,J06AA05,gas-gangrene sera,4.0
3396,J06AA06,rabies serum,4.0
3397,J06B,IMMUNOGLOBULINS,2.0
3398,J06BA,"Immunoglobulins, normal human",3.0
3399,J06BA01,"immunoglobulins, normal human, for extravascular adm.",4.0
3400,J06BA02,"immunoglobulins, normal human, for intravascular adm.",4.0
3401,J06BB,Specific immunoglobulins,3.0
3402,J06BB01,anti-D (rh) immunoglobulin,4.0
3403,J06BB02,tetanus immunoglobulin,4.0
3404,J06BB03,varicella/zoster immunoglobulin,4.0
3405,J06BB04,hepatitis B immunoglobulin,4.0
3406,J06BB05,rabies immunoglobulin,4.0
3407,J06BB06,rubella immunoglobulin,4.0
3408,J06BB07,vaccinia immunoglobulin,4.0
3409,J06BB08,staphylococcus immunoglobulin,4.0
3410,J06BB09,cytomegalovirus immunoglobulin,4.0
3411,J06BB10,diphtheria immunoglobulin,4.0
3412,J06BB11,hepatitis A immunoglobulin,4.0
3413,J06BB12,"encephalitis, tick borne immunoglobulin",4.0
3414,J06BB13,pertussis immunoglobulin,4.0
3415,J06BB14,measles immunoglobulin,4.0
3416,J06BB15,mumps immunoglobulin,4.0
3417,J06BB16,palivizumab,4.0
3418,J06BB17,motavizumab,4.0
3419,J06BB18,raxibacumab,4.0
3420,J06BB19,anthrax immunoglobulin,4.0
3421,J06BB21,bezlotoxumab,4.0
3422,J06BB22,obiltoxaximab,4.0
3423,J06BB30,combinations,4.0
3424,J06BC,Other immunoglobulins,3.0
3425,J06BC01,nebacumab,4.0
3426,J07,VACCINES,1.0
3427,J07A,BACTERIAL VACCINES,2.0
3428,J07AC,Anthrax vaccines,3.0
3429,J07AC01,anthrax antigen,4.0
3430,J07AD,Brucellosis vaccines,3.0
3431,J07AD01,brucella antigen,4.0
3432,J07AE,Cholera vaccines,3.0
3433,J07AE01,"cholera, inactivated, whole cell",4.0
3434,J07AE02,"cholera, live attenuated",4.0
3435,J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",4.0
3436,J07AF,Diphtheria vaccines,3.0
3437,J07AF01,diphtheria toxoid,4.0
3438,J07AG,Haemophilus influenzae B vaccines,3.0
3439,J07AG01,"haemophilus influenzae B, purified antigen conjugated",4.0
3440,J07AG51,"haemophilus influenzae B, combinations with toxoids",4.0
3441,J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",4.0
3442,J07AG53,"haemophilus influenzae B, combinations with meningococcus C, conjugated",4.0
3443,J07AH,Meningococcal vaccines,3.0
3444,J07AH01,"meningococcus A, purified polysaccharides antigen",4.0
3445,J07AH02,other meningococcal monovalent purified polysaccharides antigen,4.0
3446,J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen",4.0
3447,J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",4.0
3448,J07AH05,other meningococcal polyvalent purified polysaccharides antigen,4.0
3449,J07AH06,"meningococcus B, outer membrane vesicle vaccine",4.0
3450,J07AH07,"meningococcus C, purified polysaccharides antigen conjugated",4.0
3451,J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",4.0
3452,J07AH09,"meningococcus B, multicomponent vaccine",4.0
3453,J07AH10,"meningococcus A, purified polysaccharides antigen conjugated",4.0
3454,J07AJ,Pertussis vaccines,3.0
3455,J07AJ01,"pertussis, inactivated, whole cell",4.0
3456,J07AJ02,"pertussis, purified antigen",4.0
3457,J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",4.0
3458,J07AJ52,"pertussis, purified antigen, combinations with toxoids",4.0
3459,J07AK,Plague vaccines,3.0
3460,J07AK01,"plague, inactivated, whole cell",4.0
3461,J07AL,Pneumococcal vaccines,3.0
3462,J07AL01,"pneumococcus, purified polysaccharides antigen",4.0
3463,J07AL02,"pneumococcus, purified polysaccharides antigen conjugated",4.0
3464,J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",4.0
3465,J07AM,Tetanus vaccines,3.0
3466,J07AM01,tetanus toxoid,4.0
3467,J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",4.0
3468,J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",4.0
3469,J07AN,Tuberculosis vaccines,3.0
3470,J07AN01,"tuberculosis, live attenuated",4.0
3471,J07AP,Typhoid vaccines,3.0
3472,J07AP01,"typhoid, oral, live attenuated",4.0
3473,J07AP02,"typhoid, inactivated, whole cell",4.0
3474,J07AP03,"typhoid, purified polysaccharide antigen",4.0
3475,J07AP10,"typhoid, combinations with paratyphi types",4.0
3476,J07AR,Typhus (exanthematicus) vaccines,3.0
3477,J07AR01,"typhus exanthematicus, inactivated, whole cell",4.0
3478,J07AX,Other bacterial vaccines,3.0
3479,J07B,VIRAL VACCINES,2.0
3480,J07BA,Encephalitis vaccines,3.0
3481,J07BA01,"encephalitis, tick borne, inactivated, whole virus",4.0
3482,J07BA02,"encephalitis, Japanese, inactivated, whole virus",4.0
3483,J07BA03,"encephalitis, Japanese, live attenuated",4.0
3484,J07BB,Influenza vaccines,3.0
3485,J07BB01,"influenza, inactivated, whole virus",4.0
3486,J07BB02,"influenza, inactivated, split virus or surface antigen",4.0
3487,J07BB03,"influenza, live attenuated",4.0
3488,J07BB04,"influenza, virus like particles",4.0
3489,J07BC,Hepatitis vaccines,3.0
3490,J07BC01,"hepatitis B, purified antigen",4.0
3491,J07BC02,"hepatitis A, inactivated, whole virus",4.0
3492,J07BC20,combinations,4.0
3493,J07BD,Measles vaccines,3.0
3494,J07BD01,"measles, live attenuated",4.0
3495,J07BD51,"measles, combinations with mumps, live attenuated",4.0
3496,J07BD52,"measles, combinations with mumps and rubella, live attenuated",4.0
3497,J07BD53,"measles, combinations with rubella, live attenuated",4.0
3498,J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated",4.0
3499,J07BE,Mumps vaccines,3.0
3500,J07BE01,"mumps, live attenuated",4.0
3501,J07BF,Poliomyelitis vaccines,3.0
3502,J07BF01,"poliomyelitis oral, monovalent, live attenuated",4.0
3503,J07BF02,"poliomyelitis oral, trivalent, live attenuated",4.0
3504,J07BF03,"poliomyelitis, trivalent, inactivated, whole virus",4.0
3505,J07BF04,"poliomyelitis oral, bivalent, live attenuated",4.0
3506,J07BG,Rabies vaccines,3.0
3507,J07BG01,"rabies, inactivated, whole virus",4.0
3508,J07BH,Rota virus diarrhea vaccines,3.0
3509,J07BH01,"rota virus, live attenuated",4.0
3510,J07BH02,"rota virus, pentavalent, live, reassorted",4.0
3511,J07BJ,Rubella vaccines,3.0
3512,J07BJ01,"rubella, live attenuated",4.0
3513,J07BJ51,"rubella, combinations with mumps, live attenuated",4.0
3514,J07BK,Varicella zoster vaccines,3.0
3515,J07BK01,"varicella, live attenuated",4.0
3516,J07BK02,"zoster, live attenuated",4.0
3517,J07BK03,"zoster, purified antigen",4.0
3518,J07BL,Yellow fever vaccines,3.0
3519,J07BL01,"yellow fever, live attenuated",4.0
3520,J07BM,Papillomavirus vaccines,3.0
3521,J07BM01,"papillomavirus (human types 6, 11, 16, 18)",4.0
3522,J07BM02,"papillomavirus (human types 16, 18)",4.0
3523,J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",4.0
3524,J07BX,Other viral vaccines,3.0
3525,J07BX01,smallpox vaccines,4.0
3526,J07BX02,ebola vaccines,4.0
3527,J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",2.0
3528,J07CA,"Bacterial and viral vaccines, combined",3.0
3529,J07CA01,diphtheria-poliomyelitis-tetanus,4.0
3530,J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,4.0
3531,J07CA03,diphtheria-rubella-tetanus,4.0
3532,J07CA04,haemophilus influenzae B and poliomyelitis,4.0
3533,J07CA05,diphtheria-hepatitis B-pertussis-tetanus,4.0
3534,J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,4.0
3535,J07CA07,diphtheria-hepatitis B-tetanus,4.0
3536,J07CA08,haemophilus influenzae B and hepatitis B,4.0
3537,J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,4.0
3538,J07CA10,typhoid-hepatitis A,4.0
3539,J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,4.0
3540,J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,4.0
3541,J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,4.0
3542,J07X,OTHER VACCINES,2.0
3543,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,0.0
3544,L01,ANTINEOPLASTIC AGENTS,1.0
3545,L01A,ALKYLATING AGENTS,2.0
3546,L01AA,Nitrogen mustard analogues,3.0
3547,L01AA01,cyclophosphamide,4.0
3548,L01AA02,chlorambucil,4.0
3549,L01AA03,melphalan,4.0
3550,L01AA05,chlormethine,4.0
3551,L01AA06,ifosfamide,4.0
3552,L01AA07,trofosfamide,4.0
3553,L01AA08,prednimustine,4.0
3554,L01AA09,bendamustine,4.0
3555,L01AB,Alkyl sulfonates,3.0
3556,L01AB01,busulfan,4.0
3557,L01AB02,treosulfan,4.0
3558,L01AB03,mannosulfan,4.0
3559,L01AC,Ethylene imines,3.0
3560,L01AC01,thiotepa,4.0
3561,L01AC02,triaziquone,4.0
3562,L01AC03,carboquone,4.0
3563,L01AD,Nitrosoureas,3.0
3564,L01AD01,carmustine,4.0
3565,L01AD02,lomustine,4.0
3566,L01AD03,semustine,4.0
3567,L01AD04,streptozocin,4.0
3568,L01AD05,fotemustine,4.0
3569,L01AD06,nimustine,4.0
3570,L01AD07,ranimustine,4.0
3571,L01AD08,uramustine,4.0
3572,L01AG,Epoxides,3.0
3573,L01AG01,etoglucid,4.0
3574,L01AX,Other alkylating agents,3.0
3575,L01AX01,mitobronitol,4.0
3576,L01AX02,pipobroman,4.0
3577,L01AX03,temozolomide,4.0
3578,L01AX04,dacarbazine,4.0
3579,L01B,ANTIMETABOLITES,2.0
3580,L01BA,Folic acid analogues,3.0
3581,L01BA01,methotrexate,4.0
3582,L01BA03,raltitrexed,4.0
3583,L01BA04,pemetrexed,4.0
3584,L01BA05,pralatrexate,4.0
3585,L01BB,Purine analogues,3.0
3586,L01BB02,mercaptopurine,4.0
3587,L01BB03,tioguanine,4.0
3588,L01BB04,cladribine,4.0
3589,L01BB05,fludarabine,4.0
3590,L01BB06,clofarabine,4.0
3591,L01BB07,nelarabine,4.0
3592,L01BC,Pyrimidine analogues,3.0
3593,L01BC01,cytarabine,4.0
3594,L01BC02,fluorouracil,4.0
3595,L01BC03,tegafur,4.0
3596,L01BC04,carmofur,4.0
3597,L01BC05,gemcitabine,4.0
3598,L01BC06,capecitabine,4.0
3599,L01BC07,azacitidine,4.0
3600,L01BC08,decitabine,4.0
3601,L01BC09,floxuridine,4.0
3602,L01BC52,"fluorouracil, combinations",4.0
3603,L01BC53,"tegafur, combinations",4.0
3604,L01BC59,"trifluridine, combinations",4.0
3605,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,2.0
3606,L01CA,Vinca alkaloids and analogues,3.0
3607,L01CA01,vinblastine,4.0
3608,L01CA02,vincristine,4.0
3609,L01CA03,vindesine,4.0
3610,L01CA04,vinorelbine,4.0
3611,L01CA05,vinflunine,4.0
3612,L01CA06,vintafolide,4.0
3613,L01CB,Podophyllotoxin derivatives,3.0
3614,L01CB01,etoposide,4.0
3615,L01CB02,teniposide,4.0
3616,L01CC,Colchicine derivatives,3.0
3617,L01CC01,demecolcine,4.0
3618,L01CD,Taxanes,3.0
3619,L01CD01,paclitaxel,4.0
3620,L01CD02,docetaxel,4.0
3621,L01CD03,paclitaxel poliglumex,4.0
3622,L01CD04,cabazitaxel,4.0
3623,L01CE,Topoisomerase 1 (TOP1) inhibitors,3.0
3624,L01CE01,topotecan,4.0
3625,L01CE02,irinotecan,4.0
3626,L01CE03,etirinotecan pegol,4.0
3627,L01CE04,belotecan,4.0
3628,L01CX,Other plant alkaloids and natural products,3.0
3629,L01CX01,trabectedin,4.0
3630,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,2.0
3631,L01DA,Actinomycines,3.0
3632,L01DA01,dactinomycin,4.0
3633,L01DB,Anthracyclines and related substances,3.0
3634,L01DB01,doxorubicin,4.0
3635,L01DB02,daunorubicin,4.0
3636,L01DB03,epirubicin,4.0
3637,L01DB04,aclarubicin,4.0
3638,L01DB05,zorubicin,4.0
3639,L01DB06,idarubicin,4.0
3640,L01DB07,mitoxantrone,4.0
3641,L01DB08,pirarubicin,4.0
3642,L01DB09,valrubicin,4.0
3643,L01DB10,amrubicin,4.0
3644,L01DB11,pixantrone,4.0
3645,L01DC,Other cytotoxic antibiotics,3.0
3646,L01DC01,bleomycin,4.0
3647,L01DC02,plicamycin,4.0
3648,L01DC03,mitomycin,4.0
3649,L01DC04,ixabepilone,4.0
3650,L01E,PROTEIN KINASE INHIBITORS,2.0
3651,L01EA,BCR-ABL tyrosine kinase inhibitors,3.0
3652,L01EA01,imatinib,4.0
3653,L01EA02,dasatinib,4.0
3654,L01EA03,nilotinib,4.0
3655,L01EA04,bosutinib,4.0
3656,L01EA05,ponatinib,4.0
3657,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,3.0
3658,L01EB01,gefitinib,4.0
3659,L01EB02,erlotinib,4.0
3660,L01EB03,afatinib,4.0
3661,L01EB04,osimertinib,4.0
3662,L01EB05,rociletinib,4.0
3663,L01EB06,olmutinib,4.0
3664,L01EB07,dacomitinib,4.0
3665,L01EB08,icotinib,4.0
3666,L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,3.0
3667,L01EC01,vemurafenib,4.0
3668,L01EC02,dabrafenib,4.0
3669,L01EC03,encorafenib,4.0
3670,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,3.0
3671,L01ED01,crizotinib,4.0
3672,L01ED02,ceritinib,4.0
3673,L01ED03,alectinib,4.0
3674,L01ED04,brigatinib,4.0
3675,L01ED05,lorlatinib,4.0
3676,L01EE,Mitogen-activated protein kinase (MEK) inhibitors,3.0
3677,L01EE01,trametinib,4.0
3678,L01EE02,cobimetinib,4.0
3679,L01EE03,binimetinib,4.0
3680,L01EE04,selumetinib,4.0
3681,L01EF,Cyclin-dependent kinase (CDK) inhibitors,3.0
3682,L01EF01,palbociclib,4.0
3683,L01EF02,ribociclib,4.0
3684,L01EF03,abemaciclib,4.0
3685,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,3.0
3686,L01EG01,temsirolimus,4.0
3687,L01EG02,everolimus,4.0
3688,L01EG03,ridaforolimus,4.0
3689,L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,3.0
3690,L01EH01,lapatinib,4.0
3691,L01EH02,neratinib,4.0
3692,L01EH03,tucatinib,4.0
3693,L01EJ,Janus-associated kinase (JAK) inhibitors,3.0
3694,L01EJ01,ruxolitinib,4.0
3695,L01EJ02,fedratinib,4.0
3696,L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,3.0
3697,L01EK01,axitinib,4.0
3698,L01EK02,cediranib,4.0
3699,L01EK03,tivozanib,4.0
3700,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,3.0
3701,L01EL01,ibrutinib,4.0
3702,L01EL02,acalabrutinib,4.0
3703,L01EL03,zanubrutinib,4.0
3704,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,3.0
3705,L01EM01,idelalisib,4.0
3706,L01EM02,copanlisib,4.0
3707,L01EM03,alpelisib,4.0
3708,L01EM04,duvelisib,4.0
3709,L01EX,Other protein kinase inhibitors,3.0
3710,L01EX01,sunitinib,4.0
3711,L01EX02,sorafenib,4.0
3712,L01EX03,pazopanib,4.0
3713,L01EX04,vandetanib,4.0
3714,L01EX05,regorafenib,4.0
3715,L01EX06,masitinib,4.0
3716,L01EX07,cabozantinib,4.0
3717,L01EX08,lenvatinib,4.0
3718,L01EX09,nintedanib,4.0
3719,L01EX10,midostaurin,4.0
3720,L01EX11,quizartinib,4.0
3721,L01EX12,larotrectinib,4.0
3722,L01EX13,gilteritinib,4.0
3723,L01EX14,entrectinib,4.0
3724,L01EX15,pexidartinib,4.0
3725,L01EX16,erdafitinib,4.0
3726,L01EX17,capmatinib,4.0
3727,L01EX18,avapritinib,4.0
3728,L01EX19,ripretinib,4.0
3729,L01EX20,pemigatinib,4.0
3730,L01EX21,tepotinib,4.0
3731,L01X,OTHER ANTINEOPLASTIC AGENTS,2.0
3732,L01XA,Platinum compounds,3.0
3733,L01XA01,cisplatin,4.0
3734,L01XA02,carboplatin,4.0
3735,L01XA03,oxaliplatin,4.0
3736,L01XA04,satraplatin,4.0
3737,L01XA05,polyplatillen,4.0
3738,L01XB,Methylhydrazines,3.0
3739,L01XB01,procarbazine,4.0
3740,L01XC,Monoclonal antibodies,3.0
3741,L01XC01,edrecolomab,4.0
3742,L01XC02,rituximab,4.0
3743,L01XC03,trastuzumab,4.0
3744,L01XC05,gemtuzumab ozogamicin,4.0
3745,L01XC06,cetuximab,4.0
3746,L01XC07,bevacizumab,4.0
3747,L01XC08,panitumumab,4.0
3748,L01XC09,catumaxomab,4.0
3749,L01XC10,ofatumumab,4.0
3750,L01XC11,ipilimumab,4.0
3751,L01XC12,brentuximab vedotin,4.0
3752,L01XC13,pertuzumab,4.0
3753,L01XC14,trastuzumab emtansine,4.0
3754,L01XC15,obinutuzumab,4.0
3755,L01XC16,dinutuximab beta,4.0
3756,L01XC17,nivolumab,4.0
3757,L01XC18,pembrolizumab,4.0
3758,L01XC19,blinatumomab,4.0
3759,L01XC21,ramucirumab,4.0
3760,L01XC22,necitumumab,4.0
3761,L01XC23,elotuzumab,4.0
3762,L01XC24,daratumumab,4.0
3763,L01XC25,mogamulizumab,4.0
3764,L01XC26,inotuzumab ozogamicin,4.0
3765,L01XC27,olaratumab,4.0
3766,L01XC28,durvalumab,4.0
3767,L01XC29,bermekimab,4.0
3768,L01XC31,avelumab,4.0
3769,L01XC32,atezolizumab,4.0
3770,L01XC33,cemiplimab,4.0
3771,L01XC34,moxetumomab pasudotox,4.0
3772,L01XC35,tafasitamab,4.0
3773,L01XC36,enfortumab vedotin,4.0
3774,L01XC37,polatuzumab vedotin,4.0
3775,L01XC38,isatuximab,4.0
3776,L01XC39,belantamab mafodotin,4.0
3777,L01XC40,dostarlimab,4.0
3778,L01XC41,trastuzumab deruxtecan,4.0
3779,L01XD,Sensitizers used in photodynamic/radiation therapy,3.0
3780,L01XD01,porfimer sodium,4.0
3781,L01XD03,methyl aminolevulinate,4.0
3782,L01XD04,aminolevulinic acid,4.0
3783,L01XD05,temoporfin,4.0
3784,L01XD06,efaproxiral,4.0
3785,L01XD07,padeliporfin,4.0
3786,L01XF,Retinoids for cancer treatment,3.0
3787,L01XF01,tretinoin,4.0
3788,L01XF02,alitretinoin,4.0
3789,L01XF03,bexarotene,4.0
3790,L01XG,Proteasome inhibitors,3.0
3791,L01XG01,bortezomib,4.0
3792,L01XG02,carfilzomib,4.0
3793,L01XG03,ixazomib,4.0
3794,L01XH,Histone deacetylase (HDAC) inhibitors,3.0
3795,L01XH01,vorinostat,4.0
3796,L01XH02,romidepsin,4.0
3797,L01XH03,panobinostat,4.0
3798,L01XH04,belinostat,4.0
3799,L01XH05,entinostat,4.0
3800,L01XJ,Hedgehog pathway inhibitors,3.0
3801,L01XJ01,vismodegib,4.0
3802,L01XJ02,sonidegib,4.0
3803,L01XJ03,glasdegib,4.0
3804,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,3.0
3805,L01XK01,olaparib,4.0
3806,L01XK02,niraparib,4.0
3807,L01XK03,rucaparib,4.0
